GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,VISIT_AREA_NM,MVMN_NM,DGSTFN
여,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,1.0,비진도해수욕장,대중교통 등,5.0
남,30.0,1.0,1.0,1.0,6.0,7.0,1.0,7.0,2.0,1.0,0.0,최남단 해안로,대중교통 등,5.0
여,30.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,1.0,제주밥상,자가용,5.0
여,20.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,2.0,1.0,히든클리프호텔 앤 네이쳐 치치라운지,자가용,2.0
여,30.0,4.0,1.0,6.0,2.0,2.0,3.0,6.0,2.0,2.0,1.0,여울목게스트하우스,대중교통 등,5.0
남,30.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,사계생활,대중교통 등,4.0
남,20.0,4.0,5.0,4.0,3.0,2.0,6.0,3.0,5.0,3.0,3.0,여수수산시장,자가용,3.0
남,30.0,7.0,2.0,2.0,4.0,2.0,6.0,2.0,6.0,2.0,0.0,김포국제공항 국내선,대중교통 등,4.0
여,20.0,4.0,3.0,2.0,3.0,4.0,3.0,6.0,7.0,3.0,1.0,브라운스위트제주 호텔앤리조트,대중교통 등,3.0
여,20.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,3.0,1.0,제주문화예술진흥원 제주문예회관,자가용,5.0
여,20.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,7.0,2.0,0.0,제주국제공항,대중교통 등,5.0
여,20.0,7.0,4.0,1.0,7.0,4.0,2.0,7.0,7.0,7.0,1.0,제주항연안여객터미널,자가용,3.0
여,30.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,안도르,대중교통 등,5.0
여,30.0,1.0,2.0,1.0,4.0,6.0,3.0,4.0,4.0,7.0,0.0,새별오름,대중교통 등,5.0
여,50.0,2.0,2.0,1.0,5.0,2.0,2.0,5.0,6.0,3.0,3.0,제주국제공항,대중교통 등,5.0
여,20.0,4.0,3.0,1.0,3.0,4.0,2.0,6.0,7.0,4.0,0.0,월미테마파크,대중교통 등,3.0
여,30.0,3.0,4.0,4.0,5.0,5.0,4.0,7.0,3.0,7.0,1.0,소요0617,자가용,4.0
여,40.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,7.0,3.0,나인부띠끄호텔,대중교통 등,4.0
여,30.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,7.0,1.0,1.0,범일분식,대중교통 등,5.0
여,20.0,3.0,2.0,2.0,4.0,4.0,3.0,6.0,5.0,7.0,1.0,광치기해변,대중교통 등,3.0
여,30.0,4.0,3.0,3.0,3.0,6.0,5.0,4.0,5.0,1.0,2.0,CASA블루,자가용,5.0
남,30.0,4.0,1.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,짜장면박물관,자가용,4.0
남,20.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,5.0,2.0,4.0,이익새,대중교통 등,4.0
남,40.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,을왕리해수욕장,자가용,4.0
남,20.0,4.0,2.0,2.0,6.0,2.0,4.0,4.0,7.0,9.0,1.0,참치정육점 주주,대중교통 등,5.0
여,20.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,라마다제주시티호텔,대중교통 등,5.0
여,20.0,2.0,2.0,5.0,4.0,1.0,2.0,5.0,2.0,9.0,1.0,하하호호 우도본점,대중교통 등,4.0
여,20.0,2.0,2.0,2.0,6.0,2.0,6.0,2.0,6.0,2.0,1.0,심야식당 코나카,대중교통 등,5.0
남,30.0,4.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,9.0,3.0,오설록농장,자가용,5.0
남,20.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,9.0,3.0,동문카페,대중교통 등,5.0
남,20.0,3.0,1.0,1.0,6.0,7.0,2.0,5.0,7.0,3.0,1.0,목포역,대중교통 등,4.0
남,30.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,6.0,2.0,2.0,제주신라호텔,자가용,5.0
남,30.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,6.0,7.0,1.0,오션브리즈,자가용,5.0
남,30.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,7.0,2.0,신비섬횟집,대중교통 등,5.0
여,30.0,1.0,1.0,4.0,2.0,4.0,4.0,2.0,7.0,3.0,1.0,일레인호텔,대중교통 등,3.0
여,40.0,2.0,2.0,1.0,1.0,4.0,2.0,6.0,5.0,1.0,1.0,제주국제공항,대중교통 등,5.0
남,20.0,7.0,1.0,2.0,2.0,2.0,6.0,6.0,7.0,1.0,1.0,천지연폭포,자가용,5.0
여,40.0,1.0,2.0,6.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,하타나카,대중교통 등,5.0
여,20.0,1.0,1.0,1.0,3.0,6.0,4.0,3.0,7.0,1.0,1.0,허니문하우스,대중교통 등,5.0
남,30.0,4.0,1.0,5.0,6.0,4.0,5.0,5.0,4.0,1.0,0.0,다담아해물뚝배기,대중교통 등,5.0
여,30.0,4.0,3.0,2.0,4.0,2.0,4.0,6.0,1.0,1.0,0.0,삼화석유 천마주유소,대중교통 등,4.0
남,30.0,1.0,1.0,4.0,6.0,3.0,4.0,7.0,1.0,3.0,1.0,동궁숯불갈비,자가용,4.0
여,20.0,2.0,1.0,3.0,7.0,3.0,1.0,7.0,3.0,2.0,1.0,페이보릿,자가용,5.0
여,20.0,2.0,4.0,2.0,3.0,4.0,5.0,6.0,6.0,2.0,0.0,우도해광식당,자가용,5.0
여,20.0,4.0,2.0,1.0,2.0,4.0,2.0,7.0,7.0,2.0,0.0,제주국제공항,대중교통 등,5.0
여,20.0,2.0,1.0,1.0,5.0,4.0,3.0,6.0,7.0,3.0,1.0,김포공항,대중교통 등,4.0
남,20.0,7.0,1.0,1.0,4.0,1.0,4.0,7.0,1.0,2.0,0.0,호텔조이,대중교통 등,5.0
여,60.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,6.0,4.0,0.0,비자림,자가용,3.0
여,40.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,7.0,2.0,2.0,학동흑진주몽돌해변,자가용,5.0
남,30.0,1.0,1.0,1.0,7.0,6.0,1.0,7.0,7.0,8.0,1.0,보길도,자가용,3.0
남,30.0,3.0,3.0,2.0,5.0,3.0,3.0,5.0,3.0,1.0,0.0,연과자점,자가용,5.0
여,40.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,7.0,0.0,너븐,자가용,3.0
남,20.0,5.0,5.0,1.0,5.0,5.0,2.0,4.0,7.0,1.0,3.0,죽녹원,대중교통 등,5.0
남,50.0,5.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,신양섭지해수욕장,자가용,5.0
여,30.0,5.0,2.0,2.0,3.0,5.0,4.0,5.0,1.0,7.0,0.0,카페청굴물,자가용,5.0
여,20.0,4.0,2.0,2.0,4.0,5.0,6.0,5.0,5.0,1.0,0.0,신화역사공원,자가용,4.0
여,20.0,3.0,1.0,1.0,5.0,6.0,5.0,6.0,5.0,3.0,1.0,헤이서귀포,대중교통 등,5.0
여,20.0,1.0,3.0,2.0,1.0,1.0,4.0,7.0,7.0,2.0,1.0,제주국제공항,대중교통 등,1.0
남,30.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,6.0,2.0,2.0,원앤온리,대중교통 등,4.0
여,20.0,1.0,1.0,2.0,1.0,4.0,5.0,3.0,6.0,3.0,1.0,아르떼뮤지엄 제주,대중교통 등,3.0
여,40.0,2.0,2.0,6.0,3.0,4.0,3.0,2.0,2.0,8.0,0.0,제주국제공항,대중교통 등,5.0
여,20.0,2.0,3.0,1.0,5.0,2.0,1.0,1.0,6.0,6.0,1.0,창꼼,대중교통 등,5.0
여,20.0,2.0,4.0,1.0,3.0,2.0,4.0,3.0,5.0,7.0,1.0,월령선인장군락지,대중교통 등,5.0
여,30.0,6.0,1.0,4.0,2.0,4.0,6.0,6.0,4.0,1.0,2.0,CU E오션블루휴게소거제점,자가용,4.0
여,20.0,3.0,2.0,3.0,2.0,3.0,4.0,6.0,6.0,9.0,1.0,장승포식당,대중교통 등,4.0
여,20.0,4.0,1.0,3.0,2.0,4.0,5.0,2.0,5.0,1.0,1.0,김해국제공항 국내선청사,자가용,5.0
여,40.0,1.0,2.0,2.0,3.0,1.0,6.0,2.0,5.0,7.0,1.0,제주시관광안내센터,대중교통 등,5.0
여,40.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,6.0,3.0,3.0,신흥해수욕장,대중교통 등,5.0
여,30.0,3.0,1.0,1.0,4.0,6.0,3.0,5.0,7.0,4.0,0.0,백패커스홈,대중교통 등,5.0
여,20.0,1.0,1.0,1.0,2.0,6.0,1.0,7.0,7.0,3.0,1.0,이마트,자가용,3.0
여,30.0,2.0,2.0,1.0,3.0,4.0,1.0,6.0,6.0,4.0,0.0,파르나스호텔 제주,대중교통 등,5.0
여,20.0,4.0,2.0,2.0,1.0,3.0,2.0,6.0,5.0,6.0,0.0,김녕해수욕장,대중교통 등,5.0
여,20.0,1.0,1.0,1.0,7.0,6.0,4.0,3.0,7.0,2.0,1.0,자매국수 본점,대중교통 등,3.0
여,20.0,6.0,1.0,1.0,3.0,6.0,4.0,6.0,7.0,1.0,0.0,미쿠니,대중교통 등,5.0
남,30.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,7.0,3.0,1.0,정방폭포,자가용,5.0
여,30.0,5.0,2.0,4.0,4.0,1.0,3.0,6.0,3.0,2.0,0.0,터틀락,대중교통 등,4.0
여,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,동막해수욕장,대중교통 등,5.0
여,20.0,4.0,1.0,6.0,1.0,4.0,6.0,6.0,2.0,3.0,1.0,풀빌라소랑,자가용,4.0
여,30.0,4.0,2.0,3.0,3.0,4.0,5.0,6.0,5.0,2.0,3.0,오봉집,대중교통 등,4.0
여,20.0,2.0,2.0,1.0,3.0,2.0,4.0,6.0,4.0,1.0,0.0,함덕해수욕장,대중교통 등,5.0
여,60.0,1.0,4.0,5.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,협재해수욕장,자가용,5.0
남,30.0,4.0,1.0,2.0,2.0,5.0,6.0,3.0,2.0,2.0,0.0,숑,대중교통 등,5.0
남,40.0,3.0,4.0,5.0,4.0,4.0,6.0,7.0,1.0,3.0,2.0,제주민속촌,자가용,4.0
여,30.0,7.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,아줄레주,자가용,5.0
여,20.0,2.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,2.0,0.0,또똣제주백팩커스,대중교통 등,3.0
남,40.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,제주국제공항,대중교통 등,3.0
여,50.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,2.0,2.0,하마보,자가용,5.0
여,40.0,7.0,2.0,6.0,4.0,6.0,2.0,6.0,4.0,8.0,1.0,제주오리엔탈호텔,자가용,4.0
남,30.0,2.0,1.0,1.0,4.0,6.0,2.0,3.0,6.0,1.0,0.0,서해5도 수산물복합문화센터,자가용,4.0
여,30.0,5.0,6.0,4.0,5.0,4.0,3.0,2.0,3.0,2.0,2.0,천지연폭포,자가용,4.0
남,30.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,제주신화월드 주차장A,자가용,4.0
남,20.0,2.0,2.0,3.0,6.0,1.0,4.0,7.0,5.0,1.0,1.0,하단역 부산1호선,대중교통 등,3.0
여,20.0,4.0,1.0,3.0,1.0,2.0,7.0,3.0,4.0,10.0,3.0,스타벅스 성산일출봉점,대중교통 등,3.0
여,20.0,4.0,1.0,6.0,1.0,1.0,6.0,6.0,7.0,2.0,1.0,훈데르트힐즈,자가용,5.0
여,20.0,3.0,2.0,2.0,5.0,6.0,6.0,6.0,6.0,7.0,0.0,낯선하루게스트하우스,대중교통 등,4.0
여,20.0,2.0,5.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,0.0,스타벅스 제주서해안로DT점 주차장,대중교통 등,5.0
남,20.0,1.0,1.0,1.0,7.0,2.0,2.0,4.0,6.0,1.0,0.0,제주국제공항,대중교통 등,5.0
여,30.0,4.0,3.0,3.0,3.0,6.0,5.0,4.0,5.0,1.0,2.0,CASA블루,자가용,5.0
여,20.0,1.0,3.0,2.0,1.0,1.0,4.0,7.0,7.0,2.0,1.0,서귀포KAL호텔,대중교통 등,3.0
남,20.0,2.0,2.0,2.0,5.0,4.0,2.0,3.0,4.0,1.0,1.0,아침미소목장,대중교통 등,5.0
여,30.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,9.0,1.0,치꼬,대중교통 등,5.0
여,30.0,1.0,1.0,1.0,3.0,7.0,4.0,1.0,4.0,7.0,1.0,풍로,자가용,4.0
남,30.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,성산포JC공원,대중교통 등,4.0
여,30.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,9.0,1.0,제주시 홍운길,대중교통 등,5.0
남,30.0,3.0,2.0,1.0,2.0,4.0,6.0,3.0,6.0,3.0,2.0,캠프PC방 향남점,대중교통 등,3.0
남,30.0,1.0,3.0,2.0,2.0,4.0,4.0,2.0,5.0,1.0,1.0,장곶횟집,자가용,5.0
여,40.0,2.0,6.0,4.0,3.0,1.0,5.0,5.0,2.0,1.0,2.0,등뼈 경상대점,자가용,4.0
여,20.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,2.0,1.0,0.0,노형동,자가용,4.0
여,20.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,1.0,진모텔,대중교통 등,3.0
여,50.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,쇠소깍,대중교통 등,3.0
여,30.0,4.0,5.0,7.0,4.0,1.0,1.0,1.0,7.0,7.0,0.0,이중섭거리,대중교통 등,5.0
여,30.0,2.0,2.0,2.0,1.0,6.0,6.0,6.0,2.0,9.0,1.0,제주스파브릭스,대중교통 등,2.0
남,40.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,5.0,10.0,3.0,동성수산횟집,자가용,5.0
남,30.0,2.0,1.0,3.0,5.0,2.0,4.0,6.0,5.0,4.0,0.0,513텐동 제주점,자가용,4.0
남,40.0,6.0,1.0,1.0,2.0,4.0,3.0,2.0,7.0,5.0,1.0,코업시티호텔 하버뷰,대중교통 등,3.0
남,20.0,2.0,3.0,3.0,3.0,6.0,6.0,1.0,6.0,3.0,1.0,바람의언덕,자가용,5.0
여,20.0,2.0,6.0,1.0,2.0,4.0,4.0,6.0,7.0,2.0,0.0,숙성도 중문점,대중교통 등,3.0
남,20.0,2.0,1.0,2.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,천안터미널,대중교통 등,4.0
남,30.0,2.0,4.0,3.0,5.0,4.0,2.0,4.0,3.0,6.0,1.0,다락쉼터 인증센터,대중교통 등,5.0
남,20.0,4.0,2.0,1.0,6.0,7.0,7.0,7.0,5.0,2.0,0.0,새별오름,대중교통 등,5.0
남,40.0,2.0,5.0,2.0,4.0,4.0,5.0,3.0,4.0,1.0,3.0,전라남도해양수산과학관,자가용,5.0
여,20.0,3.0,4.0,2.0,2.0,4.0,4.0,7.0,5.0,2.0,0.0,디앤디파트먼트 제주,자가용,4.0
여,20.0,2.0,2.0,2.0,6.0,6.0,3.0,6.0,6.0,2.0,0.0,에벤에셀호텔,대중교통 등,4.0
여,30.0,4.0,4.0,5.0,5.0,4.0,4.0,7.0,6.0,9.0,1.0,제주 동문재래시장,대중교통 등,4.0
여,40.0,4.0,1.0,4.0,1.0,3.0,4.0,1.0,7.0,1.0,1.0,쿤스트라운지,자가용,4.0
여,20.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,9.0,3.0,포항터미널,대중교통 등,4.0
여,30.0,5.0,2.0,4.0,2.0,3.0,4.0,2.0,5.0,2.0,0.0,꼬스뗀뇨,대중교통 등,5.0
남,50.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,0.0,중문색달해수욕장,대중교통 등,4.0
남,30.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,김포국제공항 국내선,자가용,5.0
여,20.0,2.0,2.0,2.0,4.0,2.0,5.0,2.0,6.0,1.0,1.0,산호반점 2호점,대중교통 등,2.0
여,20.0,2.0,2.0,2.0,4.0,5.0,3.0,6.0,7.0,1.0,1.0,호텔휴식 서귀포,자가용,4.0
남,40.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,7.0,2.0,0.0,청주국제공항,대중교통 등,5.0
여,30.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,신의한모,자가용,3.0
여,20.0,1.0,3.0,1.0,4.0,3.0,2.0,7.0,5.0,2.0,1.0,제주국제공항,대중교통 등,5.0
여,30.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,7.0,0.0,제주한림농협하나로마트,자가용,5.0
여,20.0,2.0,3.0,2.0,7.0,4.0,3.0,5.0,5.0,1.0,0.0,천제연폭포,자가용,5.0
여,30.0,4.0,4.0,6.0,2.0,3.0,4.0,4.0,2.0,4.0,0.0,자구리문화예술공원,대중교통 등,5.0
여,40.0,2.0,1.0,2.0,1.0,1.0,6.0,6.0,1.0,8.0,2.0,한라산1100고지,자가용,4.0
여,30.0,2.0,2.0,2.0,1.0,4.0,2.0,6.0,5.0,1.0,0.0,디앤디파트먼트 제주,자가용,5.0
남,40.0,6.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,3.0,3.0,더그랜드섬오름 본관,자가용,5.0
여,40.0,4.0,2.0,1.0,5.0,4.0,4.0,1.0,7.0,2.0,0.0,산방산,대중교통 등,4.0
남,40.0,5.0,3.0,6.0,3.0,3.0,6.0,2.0,3.0,2.0,1.0,소노캄 제주,자가용,3.0
여,20.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,7.0,2.0,4.0,아쿠아플라넷 제주,자가용,5.0
여,30.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,태고암,자가용,2.0
여,30.0,3.0,6.0,4.0,4.0,5.0,4.0,3.0,4.0,7.0,2.0,제주예찬,대중교통 등,5.0
여,20.0,6.0,2.0,1.0,4.0,2.0,2.0,6.0,7.0,1.0,2.0,제주엔젤렌트카,대중교통 등,3.0
여,20.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,산도롱맨도롱,대중교통 등,4.0
여,20.0,1.0,7.0,1.0,7.0,1.0,1.0,7.0,7.0,1.0,0.0,더럭초등학교,대중교통 등,5.0
여,30.0,5.0,2.0,4.0,2.0,3.0,4.0,2.0,5.0,2.0,0.0,평대시간 이공이오,대중교통 등,5.0
남,20.0,1.0,1.0,4.0,6.0,4.0,4.0,3.0,2.0,8.0,6.0,제주부영호텔앤리조트,자가용,5.0
여,40.0,2.0,5.0,2.0,4.0,4.0,2.0,6.0,5.0,9.0,8.0,대구국제공항,대중교통 등,5.0
여,40.0,7.0,1.0,4.0,3.0,1.0,7.0,2.0,7.0,3.0,2.0,푸른달이레,자가용,3.0
여,20.0,6.0,1.0,7.0,2.0,4.0,5.0,2.0,6.0,3.0,1.0,따소롬,대중교통 등,5.0
남,30.0,3.0,1.0,1.0,3.0,7.0,5.0,2.0,7.0,10.0,0.0,자매국수 본점,대중교통 등,4.0
남,20.0,7.0,3.0,1.0,3.0,1.0,1.0,7.0,7.0,3.0,1.0,제주동문시장,대중교통 등,5.0
여,30.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,7.0,6.0,1.0,김포국제공항 국내선,대중교통 등,5.0
남,30.0,4.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,1.0,제주국제공항,자가용,5.0
여,40.0,1.0,2.0,2.0,3.0,1.0,6.0,2.0,5.0,7.0,1.0,제이앤클로이,대중교통 등,4.0
여,20.0,2.0,2.0,2.0,6.0,5.0,2.0,6.0,5.0,2.0,2.0,시스터필드베이커리,자가용,5.0
남,20.0,6.0,1.0,2.0,6.0,5.0,4.0,2.0,4.0,1.0,1.0,길목식당,자가용,5.0
여,20.0,2.0,2.0,2.0,4.0,6.0,4.0,5.0,5.0,7.0,0.0,호텔샌드,대중교통 등,3.0
여,30.0,3.0,3.0,2.0,4.0,3.0,5.0,4.0,6.0,2.0,1.0,파라다이스시티 수영장,자가용,4.0
여,20.0,2.0,5.0,3.0,6.0,5.0,5.0,4.0,5.0,4.0,0.0,상상 함덕점,대중교통 등,5.0
여,30.0,3.0,6.0,3.0,3.0,6.0,6.0,2.0,6.0,9.0,4.0,점보빌리지,자가용,4.0
여,30.0,7.0,1.0,1.0,4.0,7.0,4.0,5.0,6.0,1.0,3.0,제주신라호텔 수영장,자가용,5.0
여,50.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,6.0,6.0,0.0,별오름 노형점,대중교통 등,5.0
여,30.0,4.0,2.0,2.0,5.0,6.0,6.0,5.0,6.0,3.0,13.0,서머셋 제주신화월드,자가용,3.0
남,40.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0,1.0,광치기해변,대중교통 등,4.0
남,40.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,1.0,해상,자가용,3.0
여,60.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,1.0,0.0,김포국제공항 국내선,대중교통 등,5.0
여,20.0,4.0,4.0,1.0,1.0,4.0,4.0,2.0,5.0,2.0,0.0,릴로,대중교통 등,5.0
남,40.0,7.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,4.0,1.0,이니스프리 제주하우스,대중교통 등,5.0
여,20.0,1.0,4.0,1.0,5.0,2.0,2.0,3.0,6.0,3.0,1.0,art circus,대중교통 등,5.0
여,50.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,가우도출렁다리,자가용,3.0
여,30.0,4.0,4.0,5.0,5.0,4.0,4.0,7.0,6.0,9.0,1.0,마레벤또,대중교통 등,5.0
여,20.0,5.0,6.0,4.0,2.0,5.0,6.0,2.0,6.0,3.0,3.0,명동게장,자가용,4.0
여,20.0,3.0,2.0,2.0,3.0,2.0,6.0,7.0,7.0,3.0,3.0,KD렌트카,자가용,4.0
여,50.0,3.0,7.0,6.0,4.0,2.0,5.0,6.0,5.0,1.0,1.0,오설록티뮤지엄,자가용,3.0
여,50.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,3.0,7.0,강화성당,자가용,5.0
남,20.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,6.0,3.0,1.0,애월더선셋리조트,대중교통 등,5.0
여,20.0,4.0,2.0,2.0,1.0,3.0,2.0,6.0,5.0,6.0,0.0,스캠프짐,대중교통 등,5.0
여,20.0,2.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,미르담,대중교통 등,4.0
남,30.0,2.0,1.0,1.0,2.0,5.0,6.0,6.0,3.0,2.0,3.0,부뚜막식당,자가용,5.0
여,20.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,7.0,2.0,1.0,제주1번가더테라스오피스텔,대중교통 등,5.0
여,20.0,4.0,4.0,1.0,1.0,4.0,4.0,2.0,5.0,2.0,0.0,초밥공장,대중교통 등,5.0
여,30.0,3.0,1.0,2.0,4.0,6.0,2.0,2.0,6.0,9.0,6.0,새별오름,자가용,5.0
여,20.0,4.0,2.0,3.0,5.0,5.0,4.0,4.0,7.0,2.0,0.0,애월브금,대중교통 등,4.0
남,20.0,4.0,1.0,1.0,3.0,6.0,5.0,3.0,3.0,7.0,0.0,호텔샬롬제주,자가용,5.0
여,20.0,5.0,2.0,3.0,4.0,5.0,3.0,6.0,4.0,2.0,2.0,벤티모호텔앤레지던스,대중교통 등,5.0
여,40.0,4.0,2.0,1.0,5.0,4.0,4.0,1.0,7.0,2.0,0.0,제주별책부록,대중교통 등,5.0
남,30.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,5.0,2.0,1.0,메리어트관 제주신화월드호텔앤리조트,자가용,4.0
남,20.0,2.0,1.0,1.0,4.0,6.0,2.0,7.0,5.0,1.0,0.0,에이바우트커피 함덕해수욕장점,대중교통 등,5.0
남,20.0,4.0,1.0,2.0,2.0,4.0,4.0,2.0,6.0,3.0,1.0,협재해수욕장,대중교통 등,5.0
남,30.0,2.0,6.0,1.0,2.0,1.0,2.0,6.0,4.0,2.0,2.0,제주동문시장,자가용,2.0
남,40.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,5.0,6.0,3.0,숙소,자가용,4.0
여,40.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,6.0,1.0,3.0,북타임,자가용,5.0
남,30.0,5.0,1.0,2.0,2.0,4.0,2.0,2.0,5.0,1.0,0.0,산당,자가용,5.0
여,40.0,3.0,2.0,2.0,2.0,5.0,2.0,2.0,6.0,1.0,3.0,성산해맞이펜션,대중교통 등,5.0
여,20.0,6.0,2.0,2.0,2.0,6.0,6.0,2.0,6.0,6.0,2.0,고사리식당,대중교통 등,5.0
여,20.0,4.0,2.0,1.0,2.0,4.0,2.0,7.0,7.0,2.0,0.0,산방댁,대중교통 등,4.0
여,30.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0,5.0,1.0,201,자가용,5.0
여,40.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,6.0,3.0,3.0,일억조,대중교통 등,5.0
여,20.0,3.0,2.0,1.0,4.0,2.0,6.0,3.0,6.0,2.0,1.0,수목원길야시장,대중교통 등,5.0
남,20.0,4.0,1.0,2.0,2.0,4.0,4.0,2.0,6.0,3.0,1.0,제주차귀도요트투어,대중교통 등,5.0
여,40.0,4.0,5.0,6.0,2.0,2.0,6.0,2.0,3.0,3.0,3.0,곶자왈화덕피자,대중교통 등,4.0
여,50.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,쇠소깍수상레저 전통테우,대중교통 등,5.0
여,30.0,4.0,2.0,2.0,2.0,6.0,5.0,2.0,7.0,3.0,5.0,탐라해동밥상,자가용,4.0
남,40.0,5.0,3.0,6.0,3.0,3.0,6.0,2.0,3.0,2.0,1.0,갈치왕 중문점,자가용,4.0
여,30.0,2.0,6.0,5.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,송해,자가용,3.0
여,30.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,6.0,9.0,4.0,더마파크,대중교통 등,5.0
남,30.0,1.0,1.0,4.0,1.0,7.0,4.0,7.0,7.0,2.0,2.0,카페 뷸라,자가용,5.0
여,30.0,1.0,1.0,1.0,7.0,1.0,1.0,7.0,7.0,2.0,0.0,중국집마씸,자가용,4.0
여,20.0,2.0,1.0,3.0,7.0,3.0,1.0,7.0,3.0,2.0,1.0,지은이네밥상,자가용,5.0
여,20.0,3.0,3.0,2.0,4.0,5.0,6.0,2.0,6.0,3.0,1.0,아베베베이커리,대중교통 등,4.0
여,40.0,1.0,4.0,2.0,5.0,2.0,4.0,5.0,6.0,9.0,2.0,고흥우주발사전망대,자가용,4.0
